Listado de Proyectos DESAPROBADO

ID;TITULAR;RUC;TITULO_PROYECTO;UNIDAD_PROYECTO;TIPO;ACTIVIDAD;FECHA_INICIO;ESTADO;DESCRIPCION;LONGITUD;LATITUD;RESOLUCION;LABEL
"2116";"SOUTH AMERICA MINING INVESTMENTS S.A.C";"20601227747";"RAMPA DE EXPLORACIÓN PARA LA  CONFIRMACIÓN DE RESERVAS DE SULFUROS - UM BREAPAMPA";"BREAPAMPA";"ITS";"Minería";"21/05/2020";"Desaprobado";"SIN DESCRIPCION";"-73.6689";"-15.0702";"RD N° 091-2020-SENACE-PE/DEAR";"null";
"2117";"MUNICIPALIDAD DISTRITAL DE MARA";"20201520364";"CREACION DEL CAMINO VECINAL EN LAS LOCALIDADES DE PUCAR, SANTA ROSA DE HUARAQUERAY Y PUEBLO JOVEN HUARAQUERAY DEL DISTRITO DE MARA - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC";"CAMINO VECINAL PUCAR-SANTA ROSA DE HUARAQUERAY-PUEBLO JOVEN HUARAQUERAY";"Clasificación";"Transportes";"12/12/2022";"Desaprobado";"SIN DESCRIPCION";"-72.10041514";"-14.0399648";"RD N° 00092-2023-SENACE-PE/DEIN";"null";
"1845";"INTERSUR CONCESIONES S.A.";"20511130124";"ITS DEL PROYECTO DE INGENIERÍA DE DETALLE (PID) DEL SECTOR CRÍTICO KM. 231+700 AL KM. 232+800 %u2013 TÚNEL OLLACHEA (KM. 231+660 AL KM. 232+800) DEL TRAMO 4: AZÁNGARO %u2013 PUENTE INAMBARI DEL PROYECTO CORRED*";"CORREDOR VIAL INTEROCEANICO SUR PERU - BRASIL, TRAMO 04: AZANGARO - PUENTE INAMBARI";"ITS";"Transportes";"17/01/2019";"Desaprobado";"SIN DESCRIPCION";"-70.47458253";"-13.76754084";"RD N° 00117-2019-SENACE-PE/DEIN";"null";
"2122";"MUNICIPALIDAD DISTRITAL DE SAN MARCOS";"20166544000";"MEJORAMIENTO DEL SERVICIO DE PROTECCION EN EL RIACHUELO YUNCAN EN EL CASERIO DE CARMEN ROSA DEL CENTRO POBLADO DE LA MERCED DE GAUCHO, DISTRITO DE SAN MARCOS, PROVINCIA DE HUARI %u2013 DEPARTAMENTO DE ANCASH";"DEFENSA RIBEREÑA YUNCAN";"Clasificación";"Agricultura";"23/06/2022";"Desaprobado";"SIN DESCRIPCION";"-77.17437086";"-9.58773425";"RD N° 00181-2022-SENACE-PE/DEIN";"null";
"1848";"GOBIERNO REGIONAL DE HUANCAVELICA";"20486020882";"CREACION DEL SERVICIO DE TRANSITABILIDAD DE LA CARRETERA TRAMO C.C.P.P. HUANGAS %u2013 EMP PE-3S (HUANCAYO -IZCUCHACA), DISTRITO DE CUENCA - PROVINCIA DE HUANCAVELICA - REGIÓN HUANCAVELICA";"HUANCAVELICA";"Clasificación";"Transportes";"03/12/2019";"Desaprobado";"SIN DESCRIPCION";"-75.02093161";"-12.44733776";"RD N° 076-2020-SENACE-PE";"null";
"2164";"PROYECTO ESPECIAL DATEM DEL MARAÑON - ALTO AMAZONAS - LORETO - CONDORCANQUI - PEDAMAALC";"20572268200";"TDR DEL EVAP DEL PROYECTO ESPECIAL DATEM: CREACION DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO EN LA MARGEN DERECHA DEL RIO SHANUSI, SECTOR INDEPENDENCIA, NUEVO JAEN, SUNIPLAYA, TUPAC AMARU Y LA FLORID*";"PROYECTO ESPECIAL DATEM DEL MARAÑON-ALTO AMAZONAS-LORETO-CONDORCANQUI-PEDAMAALC";"Clasificación";"Agricultura";"30/10/2018";"Desaprobado";"SIN DESCRIPCION";"-76.15461875";"-6.01998458";"RD N° 00065-2019-SENACE-PE/DEIN";"null";
"2136";"GOBIERNO REGIONAL DE HUANCAVELICA";"20486020882";"MEJORAMIENTO Y CONSTRUCCION DE LA CARRETERA CHOCLOCOCHA - CHAMPACCOCHA - TACSANA - CCARHUANCHO, DISTRITO DE PILPICHACA - HUAYTARA - HUANCAVELICA";"HUANCAVELICA";"Clasificación";"Transportes";"29/11/2021";"Desaprobado";"SIN DESCRIPCION";"-74.9624";"-13.219";"RD N° 00081-2022-SENACE-PE/DEIN";"null";
"1860";"MUNICIPALIDAD PROVINCIAL DE CANETE";"20154440373";"DIA "CREACION SERVICIO DE PROTECCION CONTRA INUNDACIONES EN LOS SECTORES CASTILLA, 28 DE JULIO Y LOS PINOS DEL DISTRITO DE SAN VICENTE DE CAÑETE, PROVINCIA DE CAÑETE, REGIÓN LIMA"";"CREACION SERVICIO DE PROTECCION CONTRA INUNDACIONES EN LOS SECTORES CASTILLA, 28 DE JULIO Y LOS PINOS DEL DISTRITO DE SAN VICENTE DE CAÑETE, PROVINCIA DE CAÑETE, REGIÓN LIMA";"Clasificación";"Agricultura";"24/07/2018";"Desaprobado";"SIN DESCRIPCION";"-76.38744768";"-13.07779531";"RD N° 00003-2019-SENACE-PE/DEIN";"null";
"1863";"CORI PUNO S.A.C.";"20406339361";"QUINTO INFORME TÉCNICO SUSTENTATORIO DE LA U.M. UNTUCA";"UNTUCA";"ITS";"Minería";"04/05/2019";"Desaprobado";"SIN DESCRIPCION";"-69.39236653";"-14.58435426";"RD N° 0138-2019-SENACE-PE/DEAR";"null";
"1866";"GOBIERNO REGIONAL DE UCAYALI";"20393066386";"EVAP DEL PROYECTO %u201CMEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL CAMPO VERDE %u2013 NUEVA REQUENA, DISTRITOS DE CAMPO VERDE Y NUEVA REQUENA, PROVINCIA DE CORONEL PORTILLO, DEPARTAMENTO DE UCAYALI%u201D COD. SNIP *";"%u201CMEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL CAMPO VERDE %u2013 NUEVA REQUENA, DISTRITOS DE CAMPO VERDE Y NUEVA REQUENA, PROVINCIA DE CORONEL PORTILLO, DEPARTAMENTO DE UCAYALI%u201D COD. SNIP 157054";"Clasificación";"Transportes";"17/10/2018";"Desaprobado";"SIN DESCRIPCION";"-74.80764534";"-8.47693855";"RD N° 00119-2019-SENACE-PE/DEIN ";"null";
"2060";"TERRANOVA & VITA INMOBILIARIA S.A.C.";"20606278684";"PROYECTO DE HABILITACIÓN URBANA CON CONSTRUCCIÓN SIMULTÁNEA DE VIVIENDA %u201CBELLAVISTA DE PARACAS%u201D UBICADO EN EL DISTRITO DE PARACAS, PROVINCIA DE PISCO, DEPARTAMENTO DE ICA";"H.U BELLAVISTA DE PARACAS";"Clasificación";"Vivienda";"06/04/2022";"Desaprobado";"SIN DESCRIPCION";"-76.22913212";"-13.82187726";"RD N° 00115-2022-SENACE-PE/DEIN";"null";
"2158";"CONSORCIO TRANSMANTARO S.A.";"20383316473";"INFORME TÉCNICO SUSTENTATORIO N° 2 PARA EL PROYECTO %u201CENLACE 500 KV NUEVA YANANGO %u2013 NUEVA HUÁNUCO (YAROS) Y SUBESTACIONES ASOCIADAS%u201D %u2013ITS N° 2 %u2013 YANA";"ENLACE 500 KV NUEVA YANANGO-NUEVA HUÁNUCO Y SUBESTACIONES ASOCIADAS";"ITS";"Electricidad";"03/07/2021";"Desaprobado";"SIN DESCRIPCION";"-76.190391";"-9.908773";"RD N° 00130-2021-SENACE-PE/DEIN";"null";
"2078";"MUNICIPALIDAD DIST.DE CHALLHUAHUACHO";"20288774553";"REHABILITACIÓN  Y MEJORAMIENTO  DE INFRAESTRUCTURA  DE TRANSPORTES DE ALCANCE NACIONAL Y/O MACROREGIONAL: CARRETERAS, PUERTOS, AEROPUERTOS, FERROCARRILES Y HELIPUERTOS  (NO CONSIDERADOS EN EL ANEXO 1 RM 891-2019-MTC)";"SERVICIO DE CONSERVACIÓN DE SUELO CHOCCOYO";"Clasificación";"Transportes";"13/07/2022";"Desaprobado";"SIN DESCRIPCION";"-72.2732496";"-14.15137996";"RD N° 00202-2022-SENACE-PE/DEIN";"null";
"2130";"MUNICIPALIDAD DISTRITAL DE OMIA";"20170145365";"DIA "CREACIÓN DEL CAMINO VECINAL EN LOS TRAMOS LA UNION, LUZ DEL ORIENTE, GARZAYACU, NUEVO MENDOZA, PAMPA HERMOSA, DISTRITO DE OMIA-, PROVINCIA DE RODRIGUEZ DE MENDOZA %u2013 AMAZONAS"";"CREACIÓN DEL CAMINO VECINAL EN LOS TRAMOS LA UNION, LUZ DEL ORIENTE, GARZAYACU, NUEVO MENDOZA, PAMPA HERMOSA, DISTRITO DE OMIA-, PROVINCIA DE RODRIGUEZ DE MENDOZA %u2013 AMAZONAS";"Clasificación";"Transportes";"20/07/2018";"Desaprobado";"SIN DESCRIPCION";"-77.22000599";"-6.56607236";"RD N° 00081-2018-SENACE-PE/DEIN";"null";
"2080";"CONSORCIO TRANSMANTARO S.A.";"20383316473";"INFORME TÉCNICO SUSTENTATORIO N° 1 PARA EL PROYECTO %u201CENLACE 500 KV MANTARO-NUEVA YANANGO-CARAPONGO Y SUBESTACIONES ASOCIADAS%u201D %u2013 ITS N° 1 %u2013 COYA.";"ENLACE 500 KV MANTARO-NUEVA YANANGO-CARAPONGO Y SUBESTACIONES ASOCIADAS";"ITS";"Electricidad";"18/06/2021";"Desaprobado";"SIN DESCRIPCION";"-74.846042";"-12.068186";"RD N° 00144-2021-SENACE-PE/DEIN";"null";
"2148";"MUNICIPALIDAD DISTRITAL DE VINCHOS";"20143671527";"CREACION Y MEJORAMIENTO DEL CAMINO VECINAL ENTRE LAS COMUNIDADES DE CCOÑANI, CCASACORRAL, CAYRAMAYO Y HUIRICLIA Y RAMAL CAYRAMAYO-TOCONDOLO, DISTRITO DE VINCHOS, PROVINCIA DE HUAMANGA-AYACUCHO";"CAMINO VECINAL VINCHOS";"Clasificación";"Transportes";"13/07/2019";"Desaprobado";"SIN DESCRIPCION";"-74.48130682";"-13.26321166";"RD N° 00016-2020-SENACE-PE/DEIN";"null";
"1900";"LSA ALMACENERA PERÚ S.A.C.";"20478205377";"PROYECTO DE ALMACÉN DE CONCENTRADOS DE MINERALES LSA  ALMACENERA";"ALMACEN CALLAO";"Clasificación";"Minería";"07/05/2019";"Desaprobado";"SIN DESCRIPCION";"-77.13273512";"-11.98356486";"RD N° 184-2019-SENACE-PE/DEAR";"null";
"2084";"GRAÑA Y MONTERO PETROLERA S.A.";"20100153832";"INFORME TÉCINOC SUSTENTATORIO PARA LA AMPLIACIÓN DEL SISTEMA DE COMPRESIÓN EC-8014 DEL LOTE III";"LOTE III";"ITS";"Hidrocarburos";"13/12/2017";"Desaprobado";"SIN DESCRIPCION";"-81.1403";"-4.7711";"RD N° 029-2018-SENACE-JEF/DEAR";"null";
"2085";"SHOUGANG HIERRO PERU S.A.A.";"20100142989";"AMPLIACION DE OPERACIONES EN MINA Y PLANTA DE BENEFICIO";"UM MARCONA";"ITS";"Minería";"26/07/2016";"Desaprobado";"SIN DESCRIPCION";"-75.1593";"-15.2315";"RD N° 070-2016-SEANCE/DCA";"null";
"2086";"COMPAÑIA MINERA CARAVELI S.A.C.";"20126702737";"RECRECIMIENTO DEL DEPÓSITO DE RELAVES CHACCHUILLE II, REUBICACIÓN DEL POZO SÉPTICO N° 3-A Y PRECISIÓN DE DATOS RESPECTO A LA GEOREFERENCIACIÓN DE LAS ESTACIONES DE MONITOREO";"U.M. CHACCHUILLE";"ITS";"Minería";"24/06/2016";"Desaprobado";"SIN DESCRIPCION";"-74.042";"-15.6426";"RD N° 050-2016-SENACE/DCA";"null";
"2088";"MINERA YANACOCHA S.R.L.";"20137291313";"SEGUNDO INFORME TECNICO SUSTENTATORIO DE CAMBIOS MENORES A LA QUINTA MODIFICACION DEL EIA DE LA AMPLIACION DEL PROYECTO CARACHUGO SUPLEMENTARIO YANACOCHA ESTE";"U.M. YANACOCHA";"ITS";"Minería";"28/04/2017";"Desaprobado";"SIN DESCRIPCION";"-78.48586496";"-6.97612352";"RD N° 154-2017-SENACE/DCA";"null";
"1810";"CONSORCIO TRANSMANTARO S.A.";"20383316473";"INFORME TÉCNICO SUSTENTATORIO PARA EL PROYECTO %u201CENLACE 500 KV NUEVA YANANGO-NUEVA HUÁNUCO Y SUBESTACIONES ASOCIADAS%u201D.";"ENLACE 500 KV NUEVA YANANGO-NUEVA HUÁNUCO Y SUBESTACIONES ASOCIADAS";"ITS";"Electricidad";"13/11/2020";"Desaprobado";"SIN DESCRIPCION";"-76.19039105";"-9.90877266";"RD N° 00010-2021-SENACE-PE/DEIN";"null";
"1812";"MUNICIPALIDAD DISTRITAL DE SAUCE";"20167987207";"MUNICIPALIDAD DISTRITAL DE SAUCE";"GOBIERNOS LOCALES";"Clasificación";"Agricultura";"27/03/2023";"Desaprobado";"SIN DESCRIPCION";"-76.2211938";"-6.68330432";"RD N° 00118-2023-SENACE-PE/DEIN";"null";
"1815";"GRAÑA Y MONTERO PETROLERA S.A.";"20100153832";"ITS REUBICACIÓN DE 40 POZOS DE DESARROLLO EN LA ZONA C DEL LOTE III";"LOTE III";"ITS";"Hidrocarburos";"30/04/2021";"Desaprobado";"SIN DESCRIPCION";"-81.1308247";"-4.87694508";"RD N° 00166-2021-SENACE-PE/DEAR";"null";
"1823";"MUNICIPALIDAD DISTRITAL DE PROVIDENCIA";"20187384223";"CREACION DEL  SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN EL CRUCE DEL EJE VIAL  1KM 172+480 DEL ANEXO DE CARMELO HASTA EL ANEXO GRAMALOTE DISTRITO DE  PROVIDENCIA DE LA PROVINCIA DE LUYA DEL DEPARTAMENTO DE AMAZONAS";"CARRETERA EL CARMELO-GRAMALOTE-LA LIBERTAD";"Clasificación";"Transportes";"02/08/2023";"Desaprobado";"SIN DESCRIPCION";"-78.25376261";"-6.29073194";"RD Nº 00027-2024-SENACE-PE/DEIN";"null";
"1913";"MUNICIPALIDAD PROVINCIAL DE BOLIVAR";"20202505695";"EVALUACIÓN AMBIENTAL PRELIMINAR (EVAP) DEL PROYECTO %u201CCREACION DEL SERVICIO DE TRANSITABILIDAD  EN  EL  CAMINO  VECINAL  CHALABAMBA  -  YALEN  DEL  DISTRITO  DE BOLIVAR - PROVINCIA DE BOLIVAR - DEPARTAMENTO DE LA LIBERTAD";"CAMINO VECINAL CHALABAMBA - YALEN";"Clasificación";"Transportes";"27/03/2022";"Desaprobado";"SIN DESCRIPCION";"-77.7661541";"-7.17726397";"RD N° 0125-2022-SENACE-PE/DEIN";"null";
"1825";"AUTORIDAD PARA LA RECONSTRUCCIÓN CON CAMBIOS";"20602114091";"CREACIÓN DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES EN LA QUEBRADA SAN IDELFONSO, EN LOS DISTRITOS DE EL PORVENIR, TRUJILLO Y VICTOR LARCO HERRERA DE LA PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD";"SIN UNIDAD";"IGAPRO";"Agricultura";"30/09/2022";"Desaprobado";"SIN DESCRIPCION";"-78.98328";"-7.22262";"RD N° 00024-2023-SENACE-PE/DEIN";"null";
"1828";"MUNICIPALIDAD DISTRITAL DE LAURICOCHA";"20143109241";"CREACIÓN DEL SERVICIO DE PROTECCIÓN Y CONTROL DE INUNDACIONES EN LA MARGEN IZQUIERDA Y DERECHA DEL RÍO LURICOCHA, EN LAS LOCALIDADES DE CEDROHUERTA Y LURICOCHA, DISTRITO DE LURICOCHA, PROVINCIA DE HUANTA, DEPARTAMENTO DE AYACUCHO";"DEFENSA RIBEREÑA RÍO LURICOCHA";"Clasificación";"Agricultura";"02/09/2020";"Desaprobado";"SIN DESCRIPCION";"-70.39899865";"-13.15209764";"RD N° 00034-2021-SENACE-PE/DEIN";"null";
"1559";"PROGRAMA REGIONAL DE RIEGO Y DRENAJE";"20199860551";"PROYECTOS DE IRRIGACIÓN";"CONSTRUCCION DE REPRESA";"Clasificación";"Agricultura";"11/08/2022";"Desaprobado";"SIN DESCRIPCION";"-70.52343806";"-15.07551037";"RD N° 00050-2023-SENACE-PE/DEIN";"null";
"1581";"MUNICIPALIDAD DISTRITAL DE PAMPAROMAS";"20146925848";"CREACIÓN DE TROCHA CARROZABLE DEL CASERÍO DE HUÁSCAR AL CASERÍO DE PICHIU, CENTRO POBLADO DE PISHA DISTRITO DE PAMPAROMAS- PROVINCIA DE HUAYLAS %u2013 DEPARTAMENTO DE ÁNCASH";"TROCHA CARROZABLE - HUASCAR - PICHIU";"Clasificación";"Transportes";"24/08/2022";"Desaprobado";"SIN DESCRIPCION";"-77.98191084";"-9.19200857";"RD N° 00093-2023-SENACE-PE/DEIN ";"null";
"1584";"GOBIERNO REGIONAL AMAZONAS";"20479569861";"CREACIÓN DEL SERVICIO DE TRANSITABILIDAD ENTRE LOS CASERÍOS EL PORVENIR - LEJIA ALTO - LEGIA CHICO Y SAN JOSE DEL DISTRITO DE OMIA - PROVINCIA DE RODRIGUEZ DE MENDOZA - DEPARTAMENTO DE AMAZONAS%u201D CON CUI N°2470548";"%u201CCREACIÓN DEL SERVICIO DE TRANSITABILIDAD ENTRE LOS CASERÍOS EL PORVENIR - LEJIA ALTO - LEGIA CHICO Y SAN JOSE";"Clasificación";"Transportes";"28/12/2021";"Desaprobado";"SIN DESCRIPCION";"-77.325976";"-6.62754";"RD N° 00117-2022-SENACE-PE/DEIN";"null";
"1465";"MUNICIPIO DISTRITAL A PARDO LEZAMETA";"20219601957";"DIA "RECUPERACIÓN Y MEJORAMIENTO DEL CAMINO VECINAL ENTRE LAS LOCALIDADES DE MURI-COCA-LLACLLA, DISTRITO DE ABELARDO PARDO LEZAMETA-BOLOGNESI-ANCASH"";"RECUPERACIÓN Y MEJORAMIENTO DEL CAMINO VECINAL ENTRE LAS LOCALIDADES DE MURI-COCA-LLACLLA, DISTRITO DE ABELARDO PARDO LEZAMETA-BOLOGNESI-ANCASH";"Clasificación";"Transportes";"13/09/2018";"Desaprobado";"SIN DESCRIPCION";"-77.1460913";"-10.29943371";"RD N° 00056-2019-SENACE-PE/DEIN";"null";
"1466";"OLYMPIC PERÚ INC SUCURSAL DEL PERÚ";"20305875539";"ITS PARA LA MODIFICACIÓN DEL ESTADO DE 10 POZOS, AMPLIACIÓN Y MODIFICACIÓN DE LAS LÍNEAS DE FLUJO DEL PROYECTO DE RECUPERACIÓN SECUNDARIA POR INYECCIÓN DE AGUA DE PRODUCCIÓN EN EL LOTE XIII-A";"LOTE XIII-A";"ITS";"Hidrocarburos";"07/11/2019";"Desaprobado";"SIN DESCRIPCION";"-81.1062587";"-4.90083773";"RD N° 00047-2020-SENACE-PE/DEAR";"null";
"1469";"MUNICIPALIDAD PROVINCIAL DE CAJAMARCA";"20143623042";"CREACIÓN DE SERVICIOS DEL CENTRO DE BENEFICIO DE GANADO DE LA MUNICIPALIDAD PROVINCIAL DE CAJAMARCA, DISTRITO DE LLACANORA, PROVINCIA DE CAJAMARCA, CAJAMARCA.";"CAMAL MUNICIPAL - CAJAMARCA";"Clasificación";"Agricultura";"08/04/2021";"Desaprobado";"SIN DESCRIPCION";"-78.44911492";"-7.20227892";"RD N° 00110-2021-SENACE-PE/DEAR";"null";
"1589";"MUNICIPALIDAD DISTRITAL DE ACOBAMBILLA";"20154442155";"EVALUACIÓN AMBIENTAL PRELIMINAR (EVAP) PARA EL PROYECTO: %u201CCREACION DE TROCHA CARROZABLE DE 19+763.78 KM TRAMO: TELAPACCHA %u2013 SAN ANTONIO, DISTRITO DE ACOBAMBILLA, PROVINCIA DE HUANCAVELICA, DEPARTAMENTO DE HUANCAVELICA, CUI 2428600%u201D";"SIN UNIDAD";"Clasificación";"Transportes";"06/04/2023";"Desaprobado";"SIN DESCRIPCION";"-75.27869075";"-12.72197939";"RD Nº 00142-2023-SENACE-PE/DEIN";"null";
"1472";"COMPAÑÍA MINERA CARAVELÍ S.A.C.";"20126702737";"PRIMER INFORME TÉCNICO SUSTENTATORIO DE LA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL EXPLOTACIÓN Y BENEFICIO DE MINERALES AURÍFEROS PROYECTO LA ESTRELLA";"LA ESTRELLA";"ITS";"Minería";"19/11/2018";"Desaprobado";"SIN DESCRIPCION";"-77.54179374";"-9.75755556";"RD N° 004-2019-SENACE-PE/DEAR";"null";
"1474";"UPLAND OIL AND GAS LLC SUCURSAL DEL PERÚ";"20516244161";"INFORME TÉCNICO SUSTENTATORIO PARA EL PROYECTO %u201CREUBICACIÓN DE CUATRO (04) POZOS CONFIRMATORIOS: TRES (3) EN LA ESTRUCTURA PIEDRA CANDELA Y UNO (01) EN LA ESTRUCTURA EL CARDO". "EIA DE PERFORACIÓN DE 36 POZOS EN LA FASE DE EXPLORACIÓN (6 EXPLORATORIOS Y 3";"LOTE XXIII";"ITS";"Hidrocarburos";"07/09/2022";"Desaprobado";"SIN DESCRIPCION";"-80.56019827";"-3.69420596";"RD N° 00180-2022-SENACE-PE/DEAR";"null";
"1475";"SINDICATO ENERGETICO S.A.";"20256391202";"COMPONENTE ELÉCTRICO DEL PROYECTO DE IRRIGACIÓN E HIDROENERGÉTICO OLMOS";"CH OLMOS";"ITS";"Electricidad";"05/11/2021";"Desaprobado";"SIN DESCRIPCION";"-79.5142105";"-5.92830907";"RD N° 00041-2022-SENACE-PE/DEAR";"null";
"1488";"CSF CONTINUA CHACHANI S.A.C.";"20600896793";"CSF CONTINUA CHACHANI 100 MW";"CSF CHACHANI";"Clasificación";"Electricidad";"20/07/2016";"Desaprobado";"SIN DESCRIPCION";"-71.8174";"-16.7029";"RD N° 086-2016-SENACE/DCA";"null";
"1490";"MUNICIPALIDAD DISTRITAL DE FIDEL OLIVAS ESCUDERO";"20221633882";"CREACION DE LA TROCHA CARROZABLE LAGUNA CANCHISCOCHA - COLCABAMBA DISTRITO DE FIDEL OLIVAS ESCUDERO - PROVINCIA DE MARISCAL LUZURIAGA -  DEPARTAMENTO DE ANCASH";"TRANSPORTES";"Clasificación";"Transportes";"13/07/2023";"Desaprobado";"SIN DESCRIPCION";"-77.27999977";"-8.80611097";"RD N° 00021-2024-SENACE-PE/DEIN";"null";
"1492";"GOBIERNO REGIONAL DE LIMA";"20530688390";"CONSTRUCCIÓN DE TROCHA CARROZABLE CACRA %u2013 HONGOS, DISTRITO DE HONGOS, YAUYOS %u2013 LIMA%u201D CUI N° 2115785";"SERVICIO DE TRANSITABILIDAD VEHICULAR";"Clasificación";"Transportes";"12/12/2022";"Desaprobado";"SIN DESCRIPCION";"-75.78324399";"-12.81177844";"RD N° 00102-2023-SENACE-PE/DEIN";"null";
"1629";"MUNICIPALIDAD DISTRITAL DE PICHARI";"20317337150";"PPC DEL EIA-SD PARA EL PIP %u201CCONSTRUCCIÓN DE CAMINO VECINAL ENTRE LAS COMUNIDADES NATIVAS DE SATARUNSHIATO %u2013 CATARUNGO KEMPIRI %u2013 EMPALME CARRETERA NATIVIDAD, DISTRITO DE PICHARI - LA CONVENCIÓN - CUSCO%u201D,";"SIN UNIDAD";"TdR";"Transportes";"12/03/2018";"Desaprobado";"SIN DESCRIPCION";"-73.9036401";"-12.20977761";"RD N° 00055-2018-SENACE-PE/DEIN";"null";
"1511";"MUNICIPALIDAD PROVINCIAL DE HUARI";"20193046551";"SOLICITUD DE CLASIFICACION DE ESTUDIOS AMBIENTALES DEL PROYECTO DE CATEGORIA I: INSTALACION DE LA DEFENSA RIBEREÑA EN EL RIO PUCHKA, SECTOR MATIBAMBA DEL CENTRO POBLADO DE HUAYTUNA, DISTRITO DE MASIN*";"INSTALACION DE LA DEFENSA RIBEREÑA EN EL RIO PUCHKA, SECTOR MATIBAMBA DEL CENTRO POBLADO DE HUAYTUNA, DISTRITO DE MASIN, PROVINCIA DE HUARI - ANCASH";"Clasificación";"Agricultura";"05/11/2018";"Desaprobado";"SIN DESCRIPCION";"-77.08227672";"-9.36079036";"RD N° 00054-2019-SENACE-PE/DEIN";"null";
"1794";"MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA";"20193164758";"CREACIÓN DE CAMINO VECINAL ENTRE LA LOCALIDAD DE PACCHAHUALLHUA - HUAYAHUA, DEL DISTRITO DE INDEPENDENCIA, VILCASHUAMAN, AYACUCHO";"CAMINO VECINAL PACCHAHUALLHUA - HUAYAHUA";"Clasificación";"Transportes";"23/11/2020";"Desaprobado";"SIN DESCRIPCION";"-73.89962007";"-13.87820405";"RD N° 00057-2021-SENACE-PE/DEIN";"null";
"1768";"CONCESIONARIA VIAL DEL SOL S.A. - COVISOL S.A.";"20522547957";"ITS PARA LA "INCORPORACIÓN Y AMPLIACIÓN DE ÁREAS AUXILIARES"";"SIN UNIDAD";"ITS";"Transportes";"20/07/2017";"Desaprobado";"SIN DESCRIPCION";"-75.73316001";"-12.93631135";"RD N° 228-2017-SENACE/DCA";"null";
"1769";"CONCESIONARIA LÍNEA DE TRANSMISIÓN CCNCM S.A.C.";"20551938868";"OPTIMIZACIÓN DE TRAZO DE RUTA COMO MEJORA TECNOLÓGICA EN LA LÍNEA DE TRANSMISIÓN CARHUAQUERO- CAJAMARCA NORTE- CACLIC- MOYOBAMBA EN 220 KV/ (PARTE II)";"L.T. CARHUAQUERO-CAJAMARCA-CACLIC-MOYOBAMBA";"ITS";"Electricidad";"19/01/2017";"Desaprobado";"SIN DESCRIPCION";"-76.97260448";"-6.06786698";"RD N° 033-2017-SENACE/DCA";"null";
"1518";"MUNICIPALIDAD DISTRITAL DE LUCANAS";"20230589446";"CREACIÓN DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES EN LA MARGEN IZQUIERDA DEL RIO CCONTACC EN LA LOCALIDAD DE CCONTACC, DISTRITO DE LUCANAS - PROVINCIA LUCANAS - DEPARTAMENTO AYACUCHO";"CCCONTACC";"Clasificación";"Agricultura";"29/11/2022";"Desaprobado";"SIN DESCRIPCION";"-74.26496311";"-14.54073684";"RD N° 00056-2023-SENACE-PE/DEIN";"null";
"1653";"PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL - PROVIAS NACIONAL";"20503503639";"ITS PARA EL "SERVICIO DE GESTIÓN Y CONSERVACIÓN VIAL POR NIVELES DE SERVICIO DEL CORREDOR VIAL: HUÁNUCO - LA UNIÓN - HUALLANCA - DV. ANTAMINA Y PTE TINGO - LLATA - ANTAMINA, TRAMOS I - VI"";"SIN UNIDAD";"ITS";"Transportes";"03/03/2017";"Desaprobado";"SIN DESCRIPCION";"-76.64440811";"-9.82042172";"RD N° 081-2017-SENACE/DCA";"null";
"1561";"COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.";"20100079501";"SEXTO INFORME TÉCNICO SUSTENTATORIO DE LA UNIDAD MINERA TAMBOMAYO";"TAMBOMAYO";"ITS";"Minería";"05/01/2021";"Desaprobado";"SIN DESCRIPCION";"-71.93716735";"-15.47221791";"RD N° 00033-2021-SENACE-PE/DEAR";"null";
"1574";"MUNICIPALIDAD DISTRITAL JACOBO D HUNTER";"20168918942";"CREACION DEL SERVICIO DE PREVENCION DE DESASTRES ENTE LAS URB. LAS PEÑAS Y LA AV. LA AMISTAD CENTRO POBLADO HUNTER-AREQUIPA-AREQUIPA";"DEFENSA RIBEREÑA HUNTER";"Clasificación";"Agricultura";"09/06/2021";"Desaprobado";"SIN DESCRIPCION";"-71.5379";"-16.4392";"RD N° 00031-2022-SENACE-PE/DEIN";"null";
